id,director,top_5_cast
17134,Renny Harlin,"['John Cena', 'Aidan Gillen', 'Ashley Scott', 'Steve Harris', 'Brian J. White']"
41402,Matt Reeves,"['Kodi Smit-McPhee', 'Chloë Grace Moretz', 'Richard Jenkins', 'Elias Koteas', 'Sasha Barrese']"
18885,Charles T. Kanganis,"['Victor Wong', 'Max Elliott Slade', 'Sean Fox', 'J. Evan Bonifant', 'Caroline Junko King']"
4953,Michel Gondry,"['Jack Black', 'Yasiin Bey', 'Danny Glover', 'Mia Farrow', 'Marcus Carl Franklin']"
10773,Stephen Frears,"['Judi Dench', 'Bob Hoskins', 'Will Young', 'Christopher Guest', 'Kelly Reilly']"
146198,John Hillcoat,"['Casey Affleck', 'Chiwetel Ejiofor', 'Woody Harrelson', 'Kate Winslet', 'Anthony Mackie']"
2639,Woody Allen,"['Woody Allen', 'Kirstie Alley', 'Billy Crystal', 'Judy Davis', 'Caroline Aaron']"
10563,Damon Santostefano,"['Matthew Perry', 'Neve Campbell', 'Dylan McDermott', 'Oliver Platt', 'Cylk Cozart']"
295964,John Wells,"['Bradley Cooper', 'Sienna Miller', 'Lily James', 'Alicia Vikander', 'Uma Thurman']"
5971,Neil Jordan,"['Robert De Niro', 'Sean Penn', 'Demi Moore', 'Hoyt Axton', 'Bruno Kirby']"
9716,Woody Allen,"['Drew Barrymore', 'Diva Gray', 'Natasha Lyonne', 'Edward Norton', 'Woody Allen']"
11835,James Wan,"['Kevin Bacon', 'Garrett Hedlund', 'Kelly Preston', 'Jordan Garrett', 'John Goodman']"
26171,Kirk Jones,"['Robert De Niro', 'Drew Barrymore', 'Kate Beckinsale', 'Sam Rockwell', 'Melissa Leo']"
31117,Bob Clark,"['Jon Voight', 'Scott Baio', 'Vanessa Angel', 'Skyler Shaye', 'Whoopi Goldberg']"
9074,Les Mayfield,"['Samuel L. Jackson', 'Eugene Levy', 'Luke Goss', 'Miguel Ferrer', 'Susie Essman']"
14396,Les Mayfield,"['Cedric the Entertainer', 'Lucy Liu', 'Nicollette Sheridan', 'Mark Dacascos', 'Callum Keith Rennie']"
15673,Michael Lembeck,"['Nia Vardalos', 'Toni Collette', 'David Duchovny', 'Stephen Spinella', 'Alec Mapa']"
42618,Bob Fosse,"['Shirley MacLaine', 'John McMartin', 'Ricardo Montalban', 'Sammy Davis, Jr.', 'Chita Rivera']"
171274,Paul Thomas Anderson,"['Joaquin Phoenix', 'Josh Brolin', 'Owen Wilson', 'Katherine Waterston', 'Reese Witherspoon']"
24432,Frank Passingham,"['Daniel Tay', 'Jimmy Fallon', 'Jon Stewart', 'Whoopi Goldberg', 'William H. Macy']"
109417,Benson Lee,"['Josh Holloway', 'Josh Peck', 'Chris Brown', 'Laz Alonso', 'Caity Lotz']"
13948,David Zucker,"['Kevin Farley', 'Kelsey Grammer', 'Leslie Nielsen', 'Trace Adkins', 'Robert Davi']"
106747,Robert Rodriguez,"['Danny Trejo', 'Mel Gibson', 'Amber Heard', 'Michelle Rodriguez', 'Sofía Vergara']"
10929,Glen Morgan,"['Crispin Glover', 'R. Lee Ermey', 'Laura Harring', 'Jackie Burroughs', 'Ashlyn Gere']"
14220,Fred Wolf,"['Steve Zahn', 'Allen Covert', 'Jonah Hill', 'Kevin Heffernan', 'Ashley Scott']"
46435,Mike Leigh,"['Allan Corduner', 'Jim Broadbent', 'Timothy Spall', 'Dexter Fletcher', 'Shirley Henderson']"
256962,Alejandro Monteverde,"['Jakob Salvati', 'Emily Watson', 'Cary-Hiroyuki Tagawa', 'Michael Rapaport', 'David Henrie']"
48231,David Cronenberg,"['Keira Knightley', 'Viggo Mortensen', 'Michael Fassbender', 'Sarah Gadon', 'Vincent Cassel']"
3509,Richard Linklater,"['Keanu Reeves', 'Winona Ryder', 'Woody Harrelson', 'Robert Downey Jr.', 'Mitch Baker']"
82684,Curtis Hanson,"['Gerard Butler', 'Jonny Weston', 'Elisabeth Shue', 'Abigail Spencer', 'Leven Rambin']"
12142,Uwe Boll,"['Christian Slater', 'Tara Reid', 'Stephen Dorff', 'Frank C. Turner', 'Matthew Walker']"
23367,Todd Graff,"['Vanessa Hudgens', 'Aly Michalka', 'Gaelan Connell', 'Lisa Kudrow', 'Scott Porter']"
10740,Jonathan Glazer,"['Nicole Kidman', 'Cameron Bright', 'Danny Huston', 'Lauren Bacall', 'Alison Elliott']"
241239,J.C. Chandor,"['Oscar Isaac', 'Jessica Chastain', 'Albert Brooks', 'Elyes Gabel', 'David Oyelowo']"
14582,Paul Gross,"['Paul Gross', 'Caroline Dhavernas', 'Joe Dinicol', 'Meredith Bailey', 'Adam Harrington']"
14914,Marc Abraham,"['Aaron Abrams', 'Alan Alda', 'Lauren Graham', 'Greg Kinnear', 'Tatiana Maslany']"
3902,Todd Haynes,"['Cate Blanchett', 'Heath Ledger', 'Julianne Moore', 'Ben Whishaw', 'Charlotte Gainsbourg']"
77948,Mabrouk El Mechri,"['Henry Cavill', 'Verónica Echegui', 'Sigourney Weaver', 'Bruce Willis', 'Caroline Goodall']"
21755,Rian Johnson,"['Rachel Weisz', 'Adrien Brody', 'Mark Ruffalo', 'Rinko Kikuchi', 'Robbie Coltrane']"
4960,Charlie Kaufman,"['Philip Seymour Hoffman', 'Samantha Morton', 'Jennifer Jason Leigh', 'Michelle Williams', 'Catherine Keener']"
128,Hayao Miyazaki,"['Yōji Matsuda', 'Yuriko Ishida', 'Yūko Tanaka', 'Kaoru Kobayashi', 'Masahiko Nishimura']"
14652,Jean-Paul Rappeneau,"['Grégori Derangère', 'Gérard Depardieu', 'Isabelle Adjani', 'Virginie Ledoyen', 'Yvan Attal']"
40932,Nancy Walker,"['Alex Briley', 'David Hodo', 'Glenn Hughes', 'Randy Jones', 'Felipe Rose']"
16608,John Hillcoat,"['Guy Pearce', 'Ray Winstone', 'Emily Watson', 'Danny Huston', 'David Wenham']"
334531,Angelo Pizzo,"['Aaron Eckhart', 'Finn Wittrock', 'Robin Tunney', 'Sarah Bolger', 'Michael Reilly Burke']"
32316,Richard Benjamin,"['Lisa Kudrow', 'Damon Wayans', 'Richard Benjamin', 'Jane Krakowski', 'Christine Baranski']"
7299,Kurt Wimmer,"['Christian Bale', 'Taye Diggs', 'Emily Watson', 'Angus Macfadyen', 'Sean Bean']"
13405,Roger Spottiswoode,"['Jonathan Rhys Meyers', 'Radha Mitchell', 'Chow Yun-fat', 'Michelle Yeoh']"
19457,James Gray,"['Mark Wahlberg', 'Joaquin Phoenix', 'Charlize Theron', 'James Caan', 'Ellen Burstyn']"
112937,Matthew Diamond,"['Christopher Lloyd', 'Cary Elwes', 'Jaime Pressly', 'Cloris Leachman', 'Chazz Palminteri']"
314385,Angelina Jolie,"['Angelina Jolie', 'Brad Pitt', 'Mélanie Laurent', 'Melvil Poupaud', 'Niels Arestrup']"
8953,Katsuhiro Ōtomo,"['Anne Suzuki', 'Masane Tsukayama', 'Katsuo Nakamura', 'Manami Konishi', 'Kiyoshi Kodama']"
29078,David Anspaugh,"['Gerard Butler', 'Wes Bentley', 'Gavin Rossdale', 'Costas Mandylor', 'Louis Mandylor']"
46503,Andrew Jarecki,"['Kirsten Dunst', 'Ryan Gosling', 'Kristen Wiig', 'Frank Langella', 'Lily Rabe']"
10448,Kevin Reynolds,"['Jason Scott Lee', 'Esai Morales', 'Sandrine Holt', 'Eru Potaka-Dewes', 'Emilio Tuki Hito']"
13688,Stephen Chow,"['Stephen Chow', 'Xu Jiao', 'Kitty Zhang Yuqi', 'Lam Tze-Chung', 'Lee Sheung-Ching']"
10353,Jean-Marie Poiré,"['Christian Clavier', 'Jean Reno', 'Marie-Anne Chazel', 'Christian Bujeau', 'Muriel Robin']"
43935,Kevin Munroe,"['Brandon Routh', 'Peter Stormare', 'Sam Huntington', 'Taye Diggs', 'Anita Briem']"
11458,Daniel Algrant,"['Al Pacino', 'Kim Basinger', ""Ryan O'Neal"", 'Téa Leoni', 'Jonathan Walker']"
44638,Julie Taymor,"['Helen Mirren', 'Felicity Jones', 'Reeve Carney', 'David Strathairn', 'Tom Conti']"
241257,Alejandro Amenábar,"['Ethan Hawke', 'Emma Watson', 'David Thewlis', 'Lothaire Bluteau', 'Dale Dickey']"
14538,Daniel Lee,"['Sammo Hung', 'Vanness Wu', 'Maggie Q', 'Andy Lau', 'Ti Lung']"
13250,Mike Barker,"['Pierce Brosnan', 'Maria Bello', 'Gerard Butler', 'Emma Karwandy', 'Claudette Mink']"
133931,Wayne Thornley,"['Jeremy Suarez', 'Samuel L. Jackson', 'Abigail Breslin', 'Leonard Nimoy', 'Jeff Goldblum']"
280871,Gnana Rajasekaran,"['Abhinay Vaddi', 'Suhasini Maniratnam', 'Kevin McGowan', 'Abbas', 'Anmol']"
239897,Tom Walsh,"['Melissa Leo', 'Maggie Wheeler', 'Joey D. Vieira', 'R. Martin Klein', 'Thomas Francis Walsh III']"
184341,Jonathan Jakubowicz,"['Robert De Niro', 'Edgar Ramírez', 'Jurnee Smollett', 'Ellen Barkin', 'Rubén Blades']"
334074,James McTeigue,"['Pierce Brosnan', 'Milla Jovovich', 'Dylan McDermott', 'Angela Bassett', 'Robert Forster']"
199373,Scott Walker,"['Nicolas Cage', 'Vanessa Hudgens', 'John Cusack', 'Radha Mitchell', ""Jodi Lyn O'Keefe""]"
14202,John Curran,"['Edward Norton', 'Juliet Howland', 'Naomi Watts', 'Ian Renwick', 'Liev Schreiber']"
6968,Uli Edel,"['Martina Gedeck', 'Moritz Bleibtreu', 'Johanna Wokalek', 'Nadja Uhl', 'Stipe Erceg']"
581,Kevin Costner,"['Kevin Costner', 'Mary McDonnell', 'Graham Greene', 'Rodney A. Grant', 'Floyd Red Crow Westerman']"
52449,Jake Kasdan,"['Cameron Diaz', 'Jason Segel', 'Justin Timberlake', 'Lucy Punch', 'Phyllis Smith']"
12150,Harold Becker,"['Al Pacino', 'Ellen Barkin', 'John Goodman', 'Michael Rooker', 'William Hickey']"
11247,Mark Rosman,"['Hilary Duff', 'Jennifer Coolidge', 'Chad Michael Murray', 'Dan Byrd', 'Regina King']"
4232,Wes Craven,"['David Arquette', 'Neve Campbell', 'Courteney Cox', 'Matthew Lillard', 'Rose McGowan']"
9378,Steve Beck,"['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard', 'Shannon Elizabeth', 'Matthew Harrison']"
694,Stanley Kubrick,"['Jack Nicholson', 'Shelley Duvall', 'Danny Lloyd', 'Scatman Crothers', 'Barry Nelson']"
105,Robert Zemeckis,"['Michael J. Fox', 'Christopher Lloyd', 'Lea Thompson', 'Crispin Glover', 'Thomas F. Wilson']"
11377,William Malone,"['Geoffrey Rush', 'Famke Janssen', 'Taye Diggs', 'Peter Gallagher', 'Chris Kattan']"
26367,Tyler Perry,"['Tyler Perry', 'Taraji P. Henson', 'Adam Rodríguez', 'Mary J. Blige', 'Gladys Knight']"
385383,Rob Hawk,"[""Erin O'Brien"", 'Miesha Tate', 'Holly Holm', 'Cristiane Justino', 'Susie Celek']"
41210,Josh Gordon,"['Jason Bateman', 'Jennifer Aniston', 'Jeff Goldblum', 'Juliette Lewis', 'Todd Louiso']"
12090,Shawn Levy,"['Ashton Kutcher', 'Brittany Murphy', 'Christian Kane', 'David Moscow', 'Alex Thomas']"
62630,Lee Tamahori,"['Dominic Cooper', 'Ludivine Sagnier', 'Raad Rawi', 'Mehmet Ferda', 'Philip Quast']"
16110,Britt Allcroft,"['Alec Baldwin', 'Peter Fonda', 'Mara Wilson']"
29427,Breck Eisner,"['Timothy Olyphant', 'Radha Mitchell', 'Joe Anderson', 'Danielle Panabaker', 'Christie Lynn Smith']"
129,Hayao Miyazaki,"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi']"
244114,Alan Yuen,"['Andy Lau', 'Gordon Lam Ka-Tung', 'Yao Chen', 'Hu Jun', 'Ray Lui']"
2669,Roger Donaldson,"['Mel Gibson', 'Anthony Hopkins', 'Laurence Olivier', 'Edward Fox', 'Daniel Day-Lewis']"
203833,Brian Percival,"['Geoffrey Rush', 'Sophie Nélisse', 'Emily Watson', 'Nico Liersch', 'Ben Schnetzer']"
13523,Sean Anders,"['Josh Zuckerman', 'Amanda Crew', 'Clark Duke', 'James Marsden', 'Seth Green']"
25195,Anand Tucker,"['Amy Adams', 'Matthew Goode', 'Adam Scott', 'John Lithgow', 'Flaminia Cinque']"
17277,Anthony Mann,"['Sophia Loren', 'Stephen Boyd', 'Alec Guinness', 'Christopher Plummer', 'Anthony Quayle']"
50725,Michael Dowse,"['Topher Grace', 'Anna Faris', 'Dan Fogler', 'Teresa Palmer', 'Michelle Trachtenberg']"
82631,Daniel Barnz,"['Viola Davis', 'Maggie Gyllenhaal', 'Ving Rhames', 'Lance Reddick', 'Rosie Perez']"
73191,Emile Ardolino,"['Darci Kistler', 'Damian Woetzel', 'Bart Robinson Cook', 'Kyra Nichols', 'Jessica Lynn Cohen']"
22479,Robert Altman,"['Jennifer Jason Leigh', 'Miranda Richardson', 'Harry Belafonte', 'Michael Murphy', 'Dermot Mulroney']"
340611,James Schamus,"['Logan Lerman', 'Sarah Gadon', 'Tracy Letts', 'Linda Emond', 'Danny Burstein']"
10065,Andrew Douglas,"['Ryan Reynolds', 'Melissa George', 'Jesse James', 'Chloë Grace Moretz', 'Jimmy Bennett']"
2757,Spike Jonze,"['Nicolas Cage', 'Meryl Streep', 'Chris Cooper', 'Tilda Swinton', 'Cara Seymour']"
11683,George A. Romero,"['Simon Baker', 'John Leguizamo', 'Dennis Hopper', 'Robert Joy', 'Asia Argento']"
244339,Danny Pang,"['Lau Ching-Wan', 'Angelica Lee', 'Chen Sicheng', 'Natalie Tong', 'Eddie Cheung Siu-Fai']"
1878,Terry Gilliam,"['Johnny Depp', 'Benicio del Toro', 'Tobey Maguire', 'Christina Ricci', 'Ellen Barkin']"
23082,Ricky Gervais,"['Ricky Gervais', 'Jennifer Garner', 'Jonah Hill', 'Louis C.K.', 'Jeffrey Tambor']"
195589,Nicholas Stoller,"['Seth Rogen', 'Zac Efron', 'Rose Byrne', 'Dave Franco', 'Ike Barinholtz']"
854,Chuck Russell,"['Jim Carrey', 'Cameron Diaz', 'Nancy Fish', 'Tim Bagley', 'Johnny Williams']"
2280,Penny Marshall,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia', 'John Heard', 'Jared Rushton']"
496,Larry Charles,"['Sacha Baron Cohen', 'Ken Davitian', 'Luenell', 'Pamela Anderson', 'Bob Barr']"
8835,Robert Luketic,"['Reese Witherspoon', 'Luke Wilson', 'Selma Blair', 'Matthew Davis', 'Victor Garber']"
157,Leonard Nimoy,"['William Shatner', 'Leonard Nimoy', 'DeForest Kelley', 'James Doohan', 'George Takei']"
8643,Scott Derrickson,"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Jennifer Carpenter', 'Kenneth Welsh']"
10402,Mike Mitchell,"['Rob Schneider', 'William Forsythe', 'Eddie Griffin', 'Arija Bareikis', 'Oded Fehr']"
218043,Vic Armstrong,"['Nicolas Cage', 'Chad Michael Murray', 'Lea Thompson', 'Nicky Whelan', 'Martin Klebba']"
9043,Thomas Bezucha,"['Claire Danes', 'Diane Keaton', 'Rachel McAdams', 'Dermot Mulroney', 'Sarah Jessica Parker']"
21301,Kevin Rodney Sullivan,"['Ice Cube', 'Cedric the Entertainer', 'Sean Patrick Thomas', 'Keke Palmer', 'Michael Ealy']"
10147,Terry Zwigoff,"['Billy Bob Thornton', 'Tony Cox', 'Brett Kelly', 'Bernie Mac', 'John Ritter']"
816,Jay Roach,"['Mike Myers', 'Elizabeth Hurley', 'Michael York', 'Mimi Rogers', 'Seth Green']"
302688,Kirk Jones,"['John Corbett', 'Elena Kampouris', 'Nia Vardalos', 'Ian Gomez', 'John Stamos']"
60307,David Bowers,"['Zachary Gordon', 'Devon Bostick', 'Rachael Harris', 'Robert Capron', 'Steve Zahn']"
106,John McTiernan,"['Arnold Schwarzenegger', 'Carl Weathers', 'Elpidia Carrillo', 'Bill Duke', 'Jesse Ventura']"
279,Miloš Forman,"['F. Murray Abraham', 'Tom Hulce', 'Elizabeth Berridge', 'Roy Dotrice', 'Simon Callow']"
8617,Nelson McCormick,"['Brittany Snow', 'Scott Porter', 'Jessica Stroup', 'Dana Davis', 'Kelly Blatz']"
10625,Mark Waters,"['Lindsay Lohan', 'Rachel McAdams', 'Tim Meadows', 'Ana Gasteyer', 'Amy Poehler']"
10934,Audrey Wells,"['Diane Lane', 'Sandra Oh', 'Lindsay Duncan', 'Raoul Bova', 'Vincent Riotta']"
5279,Robert Altman,"['Helen Mirren', 'Clive Owen', 'Maggie Smith', 'Geraldine Somerville', 'Jeremy Northam']"
10013,Francis Ford Coppola,"['Kathleen Turner', 'Nicolas Cage', 'Barry Miller', 'Catherine Hicks', 'Joan Allen']"
194662,Alejandro González Iñárritu,"['Michael Keaton', 'Emma Stone', 'Zach Galifianakis', 'Naomi Watts', 'Edward Norton']"
160588,Woody Allen,"['Cate Blanchett', 'Alec Baldwin', 'Sally Hawkins', 'Bobby Cannavale', 'Louis C.K.']"
9829,Paul Greengrass,"['J.J. Johnson', 'Polly Adams', 'Trish Gates', 'Nancy McDoniel', 'Opal Alladin']"
10028,Bille Woodruff,"['Jessica Alba', 'Mekhi Phifer', 'Joy Bryant', 'Romeo Miller', 'David Moscow']"
10535,Rick Friedberg,"['Leslie Nielsen', 'Nicollette Sheridan', 'Charles Durning', 'Marcia Gay Harden', 'Barry Bostwick']"
790,John Carpenter,"['Adrienne Barbeau', 'Jamie Lee Curtis', 'Janet Leigh', 'John Houseman', 'Tom Atkins']"
43959,Sean McNamara,"['AnnaSophia Robb', 'Helen Hunt', 'Lorraine Nicholson', 'Carrie Underwood', 'Dennis Quaid']"
10364,Mike Nichols,"['Alan Arkin', 'Martin Balsam', 'Richard Benjamin', 'Art Garfunkel', 'Jack Gilford']"
16991,Jody Hill,"['Seth Rogen', 'Anna Faris', 'Michael Peña', 'Ray Liotta', 'Collette Wolfe']"
9610,Richard Fleischer,"['Arnold Schwarzenegger', 'Grace Jones', 'Wilt Chamberlain', 'Tracey Walter', 'Mako']"
1578,Martin Scorsese,"['Robert De Niro', 'Joe Pesci', 'Cathy Moriarty', 'Frank Vincent', 'Nicholas Colasanto']"
25643,Brandon Camp,"['Aaron Eckhart', 'Jennifer Aniston', 'Judy Greer', 'Martin Sheen', 'Deirdre Blades']"
11904,Barry Levinson,"['Nicholas Rowe', 'Alan Cox', 'Sophie Ward', 'Anthony Higgins', 'Susan Fleetwood']"
28665,Kevin Tancharoen,"['Kay Panabaker', 'Naturi Naughton', 'Kherington Payne', 'Megan Mullally', 'Walter Perez']"
44115,Danny Boyle,"['James Franco', 'Kate Mara', 'Amber Tamblyn', 'Clémence Poésy', 'Lizzy Caplan']"
10569,Woody Allen,"['Woody Allen', 'Carolyn Saxon', 'Tracey Ullman', 'Michael Rapaport', 'Tony Darrow']"
10560,Nicholas Hytner,"['Amanda Schull', 'Zoe Saldana', 'Susan May Pratt', 'Peter Gallagher', 'Scottie Thompson']"
333348,Jessie Nelson,"['Steve Martin', 'Diane Keaton', 'John Goodman', 'Alan Arkin', 'Olivia Wilde']"
20483,Bart Freundlich,"['Kristen Stewart', 'Corbin Bleu', 'Max Thieriot', 'Jennifer Beals', 'Sam Robards']"
11457,Irwin Winkler,"['Kevin Kline', 'Kristin Scott Thomas', 'Hayden Christensen', 'Jena Malone', 'Mary Steenburgen']"
321697,Danny Boyle,"['Michael Fassbender', 'Kate Winslet', 'Seth Rogen', 'Katherine Waterston', 'Jeff Daniels']"
19840,Chris Columbus,"['Hayden Panettiere', 'Paul Rust', 'Lauren London', 'Lauren Storm', 'Jack Carpenter']"
22327,Miguel Arteta,"['Michael Cera', 'Zach Galifianakis', 'Justin Long', 'Ray Liotta', 'Steve Buscemi']"
38665,William A. Fraker,"['Christopher Lloyd', 'Matt Clark', 'Juanin Clay', 'Jason Robards', 'John Bennett Perry']"
2575,John Boorman,"['Pierce Brosnan', 'Geoffrey Rush', 'Jamie Lee Curtis', 'Leonor Varela', 'Brendan Gleeson']"
11644,Brian De Palma,"['John Travolta', 'Nancy Allen', 'John Lithgow', 'Dennis Franz', 'Peter Boyden']"
146227,Courtney Solomon,"['Ethan Hawke', 'Selena Gomez', 'Jon Voight', 'Paul Freeman', 'Bruce Payne']"
68924,Ang Lee,"['Kevin Kline', 'Joan Allen', 'Sigourney Weaver', 'Henry Czerny', 'Tobey Maguire']"
253235,Rob Reiner,"['Michael Douglas', 'Diane Keaton', 'Sterling Jerins', 'Paloma Guzmán', 'Frances Sternhagen']"
22102,Jeff Kanew,"['Shelley Long', 'Craig T. Nelson', 'Betty Thomas', 'Mary Gross', 'Carla Gugino']"
18701,István Szabó,"['Michael Gambon', 'Annette Bening', 'Leigh Lawson', 'Shaun Evans', 'Jeremy Irons']"
10068,Adrian Lyne,"['Mickey Rourke', 'Kim Basinger', 'Margaret Whitton', 'David Margulies', 'Christine Baranski']"
848,Matthew Robbins,"['Peter MacNicol', 'Caitlin Clarke', 'Ralph Richardson', 'John Hallam', 'Peter Eyre']"
36811,Michael Hoffman,"['James McAvoy', 'Christopher Plummer', 'Helen Mirren', 'Paul Giamatti', 'Anne-Marie Duff']"
522,Tim Burton,"['Johnny Depp', 'Martin Landau', 'Sarah Jessica Parker', 'Patricia Arquette', 'Jeffrey Jones']"
130150,Jason Reitman,"['Josh Brolin', 'Kate Winslet', 'Gattlin Griffith', 'Tobey Maguire', 'Tom Lipinski']"
12246,Sergei Bodrov,"['Tadanobu Asano', 'Sun Honglei', 'Khulan Chuluun', 'Aliya', 'Ba Sen']"
13809,Guy Ritchie,"['Mark Strong', 'Tom Wilkinson', 'Toby Kebbell', 'Gerard Butler', 'Tom Hardy']"
27380,Hal Needham,"['Barry Bostwick', 'Michael Beck', 'Persis Khambatta', 'Henry Silva', 'George Furth']"
10549,Kenneth Branagh,"['Kenneth Branagh', 'Derek Jacobi', 'Julie Christie', 'Richard Briers', 'Kate Winslet']"
33870,Bruce Beresford,"['Chi Cao', 'Chengwu Guo', 'Wen Bin Huang', 'Joan Chen', 'Bruce Greenwood']"
245703,Jeff Nichols,"['Michael Shannon', 'Jaeden Lieberher', 'Joel Edgerton', 'Kirsten Dunst', 'Adam Driver']"
10739,Woody Allen,"['Woody Allen', 'Jason Biggs', 'Christina Ricci', 'Stockard Channing', 'Danny DeVito']"
127560,Jonathan Teplitzky,"['Jeremy Irvine', 'Colin Firth', 'Stellan Skarsgård', 'Michael MacKenzie', 'Nicole Kidman']"
37903,Michael Haneke,"['Ursina Lardi', 'Ulrich Tukur', 'Burghart Klaußner', 'Christian Friedel', 'Leonie Benesch']"
396152,Zack Ward,"[""Emily Roya O'Brien"", 'Adrian Gaeta', 'Zack Ward', 'Sarah Ann Schultz']"
10017,Mike Marvin,"['Charlie Sheen', 'Nick Cassavetes', 'Sherilyn Fenn', 'Randy Quaid', 'Matthew Barry']"
11468,D.J. Caruso,"['Val Kilmer', ""Vincent D'Onofrio"", 'Adam Goldberg', 'Luis Guzmán', 'Doug Hutchison']"
193613,Nimród Antal,"['Dane DeHaan', 'Mackenzie Gray', 'James Hetfield', 'Lars Ulrich', 'Kirk Hammett']"
17436,Gregor Jordan,"['Billy Bob Thornton', 'Kim Basinger', 'Mickey Rourke', 'Winona Ryder', 'Jon Foster']"
43434,Olivier Assayas,"['Edgar Ramírez', 'Alexander Scheer', 'Fadi Abi Samra', 'Nora von Waldstätten', 'Talal El-Jordi']"
31166,Tran Anh Hung,"['Josh Hartnett', 'Elias Koteas', 'Takuya Kimura', 'Lee Byung-hun', 'Tran Nu Yên-Khê']"
69848,Lance Hool,"['Tom Berenger', 'Joaquim de Almeida', 'Daniela Romo', 'Mark Moses', 'Stuart Graham']"
8408,George A. Romero,"['Lori Cardille', 'Terry Alexander', 'Joseph Pilato', 'Jarlath Conroy', 'Anthony Dileo Jr.']"
332411,Chuck Russell,"['John Travolta', 'Christopher Meloni', 'Rebecca De Mornay', 'Amanda Schull', 'Patrick St. Esprit']"
9389,Christian Volckman,"['Daniel Craig', 'Catherine McCormack', 'Romola Garai', 'Jonathan Pryce', 'Ian Holm']"
9626,Richard Fleischer,"['Arnold Schwarzenegger', 'Brigitte Nielsen', 'Sandahl Bergman', 'Paul L. Smith', 'Ernie Reyes, Jr.']"
75638,Rodrigo Cortés,"['Sigourney Weaver', 'Robert De Niro', 'Cillian Murphy', 'Elizabeth Olsen', 'Toby Jones']"
8363,Greg Mottola,"['Jonah Hill', 'Michael Cera', 'Christopher Mintz-Plasse', 'Bill Hader', 'Seth Rogen']"
15670,Tyler Perry,"['Tyler Perry', 'Derek Luke', 'Keshia Knight Pulliam', 'Whoopi Goldberg', 'Ion Overman']"
290555,David Hayter,"['Jason Momoa', 'Lucas Till', 'John Pyper-Ferguson', 'Stephen McHattie', 'Merritt Patterson']"
8328,Jon M. Chu,"['Briana Evigan', 'Robert Hoffman', 'Will Kemp', 'Cassie Ventura', 'Adam G. Sevani']"
10982,Cory Edwards,"['Anne Hathaway', 'Glenn Close', 'Jim Belushi', 'Patrick Warburton', 'Anthony Anderson']"
205,Terry George,"['Don Cheadle', 'Sophie Okonedo', 'Nick Nolte', 'Fana Mokoena', 'Joaquin Phoenix']"
1620,Xavier Gens,"['Timothy Olyphant', 'Dougray Scott', 'Olga Kurylenko', 'Robert Knepper', 'Ulrich Thomsen']"
175541,Kasi Lemmons,"['Forest Whitaker', 'Angela Bassett', 'Jennifer Hudson', 'Tyrese Gibson', 'Jacob Latimore']"
241254,Brian A Miller,"['Bruce Willis', 'Jason Patric', 'John Cusack', 'Jessica Lowndes', 'Gia Mantegna']"
31932,Matt Dillon,"['Matt Dillon', 'James Caan', 'Natascha McElhone', 'Gérard Depardieu', 'Stellan Skarsgård']"
1933,Alejandro Amenábar,"['Nicole Kidman', 'Christopher Eccleston', 'Alakina Mann', 'James Bentley', 'Eric Sykes']"
679,James Cameron,"['Sigourney Weaver', 'Michael Biehn', 'James Remar', 'Paul Reiser', 'Lance Henriksen']"
11113,George Cukor,"['Audrey Hepburn', 'Rex Harrison', 'Stanley Holloway', 'Wilfrid Hyde-White', 'Gladys Cooper']"
3597,Jim Gillespie,"['Jennifer Love Hewitt', 'Sarah Michelle Gellar', 'Ryan Phillippe', 'Freddie Prinze Jr.', 'Bridgette Wilson']"
193893,Luke Greenfield,"['Jake Johnson', 'Damon Wayans Jr.', 'Nina Dobrev', 'Rob Riggle', ""James D'Arcy""]"
9675,Alexander Payne,"['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen', 'Sandra Oh', 'Marylouise Burke']"
9988,Jay Chandrasekhar,"['Erik Stolhanske', 'Jay Chandrasekhar', 'Steve Lemme', 'Paul Soter', 'M.C. Gainey']"
948,John Carpenter,"['Donald Pleasence', 'Jamie Lee Curtis', 'P.J. Soles', 'Nancy Kyes', 'Nick Castle']"
21765,John Robert Hoffman,"['Molly Shannon', 'Liam Aiken', 'Matthew Broderick', 'Donald Faison', 'Cheech Marin']"
146304,Malcolm D. Lee,"['Terrence Howard', 'Harold Perrineau', 'Morris Chestnut', 'Sanaa Lathan', 'Taye Diggs']"
7516,Joe Carnahan,"['Ryan Reynolds', 'Ray Liotta', 'Joseph Ruskin', 'Alex Rocco', 'Wayne Newton']"
41439,Kevin Greutert,"['Tobin Bell', 'Costas Mandylor', 'Betsy Russell', 'Cary Elwes', 'Sean Patrick Flanery']"
2752,Michael Lehmann,"['Josh Hartnett', 'Shannyn Sossamon', 'Adam Trese', 'Emmanuelle Vaugier', 'Barry Newman']"
